Ticket_Key,Agentkey,IssueType,Vendor,Feedback,CPC,AWT (hrs),Good Feedback
85267,15,Presales,ABC,Good,1,2.4,1
85316,15,Presales,ABC,Good,1,10.7,1
90321,15,Presales,ABC,Good,1,8.9,1
93376,15,Presales,ABC,Good,1,3.3,1
94316,15,Presales,ABC,Good,1,0.7,1
96376,15,Presales,ABC,Good,1,10.7,1
96745,15,Presales,ABC,Good,1,7.5,1
97271,15,Presales,ABC,Good,1,5.3,1
97575,15,Presales,ABC,Good,1,3.8,1
97679,15,Presales,ABC,Good,1,0.8,1
2087,72,Presales,ABC,Good,1,11.7,1
2210,72,Presales,ABC,Good,1,0,1
4268,72,Presales,ABC,Good,1,13.1,1
5052,72,Presales,ABC,Good,1,2,1
6357,72,Presales,ABC,Good,1,3.3,1
7841,72,Presales,ABC,Good,1,5.4,1
8310,72,Presales,ABC,Good,1,15.6,1
9085,72,Presales,ABC,Good,1,0.5,1
10282,72,Presales,ABC,Good,1,4.9,1
10627,72,Presales,ABC,Good,1,4.6,1
11206,72,Presales,ABC,Good,1,19.7,1
13164,72,Presales,ABC,Good,1,0.3,1
13975,72,Presales,ABC,Good,1,1.9,1
14424,72,Presales,ABC,Good,1,1.7,1
14861,72,Presales,ABC,Good,1,1,1
15239,72,Presales,ABC,Good,1,6.3,1
15300,72,Presales,ABC,Good,1,0.2,1
16848,72,Presales,ABC,Good,1,9.9,1
25969,72,Presales,ABC,Good,1,1.9,1
27357,72,Presales,ABC,Good,1,4.7,1
29857,72,Presales,ABC,Good,1,4.7,1
30141,72,Presales,ABC,Good,1,3.5,1
30373,72,Presales,ABC,Good,1,3.3,1
30557,72,Presales,ABC,Good,1,2.7,1
30591,72,Presales,ABC,Good,1,1.2,1
32752,72,Presales,ABC,Good,1,1.8,1
38077,72,Presales,ABC,Good,1,1.5,1
38679,72,Presales,ABC,Good,1,0.4,1
39018,72,Presales,ABC,Good,1,9.7,1
39213,72,Presales,ABC,Good,1,2.6,1
40721,72,Presales,ABC,Good,1,4.1,1
41014,72,Presales,ABC,Good,1,0.2,1
43123,72,Presales,ABC,Good,1,0.1,1
46437,72,Presales,ABC,Good,1,5.2,1
48270,72,Presales,ABC,Good,1,30.6,1
48561,72,Presales,ABC,Good,1,6.8,1
49199,72,Presales,ABC,Good,1,5,1
49211,72,Presales,ABC,Good,1,26.6,1
49901,72,Presales,ABC,Good,1,4.4,1
50549,72,Presales,ABC,Good,1,0.8,1
52834,72,Presales,ABC,Good,1,3.3,1
52869,72,Presales,ABC,Good,1,9.4,1
54430,72,Presales,ABC,Good,1,9.8,1
54458,72,Presales,ABC,Good,1,8.9,1
54734,72,Presales,ABC,Good,1,3.6,1
54754,72,Presales,ABC,Good,1,3.5,1
55093,72,Presales,ABC,Good,1,18.3,1
56246,72,Presales,ABC,Good,1,24.1,1
57342,72,Presales,ABC,Good,1,2,1
58568,72,Presales,ABC,Good,1,19.2,1
59654,72,Presales,ABC,Good,1,22.1,1
59788,72,Presales,ABC,Good,1,3.3,1
61883,72,Presales,ABC,Good,1,6,1
64717,72,Presales,ABC,Good,1,14.4,1
65401,72,Presales,ABC,Good,1,19.3,1
66141,72,Presales,ABC,Good,1,6.7,1
66825,72,Presales,ABC,Good,1,39.9,1
69863,72,Presales,ABC,Good,1,3.3,1
73676,72,Presales,ABC,Good,1,2.5,1
75040,72,Presales,ABC,Good,1,5,1
75513,72,Presales,ABC,Good,1,3.8,1
77756,72,Presales,ABC,Good,1,0.5,1
78093,72,Presales,ABC,Good,1,12.7,1
80033,72,Presales,ABC,Good,1,2.9,1
80160,72,Presales,ABC,Good,1,0.5,1
81019,72,Presales,ABC,Good,1,0.3,1
84086,72,Presales,ABC,Good,1,8.2,1
84906,72,Presales,ABC,Good,1,3.9,1
86427,72,Presales,ABC,Good,1,9,1
86790,72,Presales,ABC,Good,1,17.9,1
87991,72,Presales,ABC,Good,1,0.8,1
88780,72,Presales,ABC,Good,1,6.3,1
89206,72,Presales,ABC,Good,1,18.7,1
89337,72,Presales,ABC,Good,1,4,1
89628,72,Presales,ABC,Good,1,2.2,1
91561,72,Presales,ABC,Good,1,2.6,1
92730,72,Presales,ABC,Good,1,2.9,1
93524,72,Presales,ABC,Good,1,11.4,1
94317,72,Presales,ABC,Good,1,4.3,1
95880,72,Presales,ABC,Good,1,13.6,1
99183,72,Presales,ABC,Good,1,1.7,1
99865,72,Presales,ABC,Good,1,9.7,1
213,47,Presales,ABC,Good,1,9.8,1
11207,47,Presales,ABC,Good,1,0.7,1
11394,47,Presales,ABC,Good,1,0.7,1
11697,47,Presales,ABC,Good,1,14.6,1
12868,47,Presales,ABC,Good,1,12.4,1
13446,47,Presales,ABC,Good,1,5.7,1
14334,47,Presales,ABC,Good,1,1,1
15135,47,Presales,ABC,Good,1,6.9,1
15825,47,Presales,ABC,Good,1,34.2,1
16998,47,Presales,ABC,Good,1,1.2,1
17191,47,Presales,ABC,Good,1,12.1,1
17291,47,Presales,ABC,Good,1,34.3,1
18165,47,Presales,ABC,Good,1,3.3,1
19014,47,Presales,ABC,Good,1,3.8,1
19127,47,Presales,ABC,Good,1,0.5,1
21948,47,Presales,ABC,Good,1,2.4,1
22164,47,Presales,ABC,Good,1,2.4,1
23683,47,Presales,ABC,Good,1,4.1,1
29105,47,Presales,ABC,Good,1,1.4,1
31260,47,Presales,ABC,Good,1,1.4,1
31903,47,Presales,ABC,Good,1,8.1,1
32677,47,Presales,ABC,Good,1,9.7,1
32770,47,Presales,ABC,Good,1,3,1
33171,47,Presales,ABC,Good,1,0.7,1
33216,47,Presales,ABC,Good,1,0.6,1
36658,47,Presales,ABC,Good,1,2.5,1
37862,47,Presales,ABC,Good,1,25.3,1
38621,47,Presales,ABC,Good,1,2.9,1
38934,47,Presales,ABC,Good,1,15.6,1
38940,47,Presales,ABC,Good,1,0.6,1
39569,47,Presales,ABC,Good,1,3.1,1
40074,47,Presales,ABC,Good,1,1.1,1
41322,47,Presales,ABC,Good,1,3.3,1
41405,47,Presales,ABC,Good,1,2.3,1
44489,47,Presales,ABC,Good,1,1.6,1
44896,47,Presales,ABC,Good,1,12.6,1
44900,47,Presales,ABC,Good,1,19.8,1
45333,47,Presales,ABC,Good,1,39.9,1
46930,47,Presales,ABC,Good,1,3.4,1
47834,47,Presales,ABC,Good,1,3.1,1
49391,47,Presales,ABC,Good,1,24.7,1
49450,47,Presales,ABC,Good,1,20,1
50597,47,Presales,ABC,Good,1,2.1,1
52614,47,Presales,ABC,Good,1,0.1,1
52832,47,Presales,ABC,Good,1,29.1,1
55018,47,Presales,ABC,Good,1,19.7,1
55079,47,Presales,ABC,Good,1,1.6,1
57549,47,Presales,ABC,Good,1,6.6,1
57990,47,Presales,ABC,Good,1,16.9,1
58041,47,Presales,ABC,Good,1,11.9,1
58082,47,Presales,ABC,Good,1,6.2,1
58571,47,Presales,ABC,Good,1,31.9,1
59047,47,Presales,ABC,Good,1,10.6,1
60375,47,Presales,ABC,Good,1,3.1,1
61512,47,Presales,ABC,Good,1,0.4,1
62704,47,Presales,ABC,Good,1,2,1
64335,47,Presales,ABC,Good,1,1.2,1
66715,47,Presales,ABC,Good,1,26.8,1
67454,47,Presales,ABC,Good,1,16.5,1
68110,47,Presales,ABC,Good,1,7.9,1
68265,47,Presales,ABC,Good,1,2.6,1
68298,47,Presales,ABC,Good,1,34,1
72527,47,Presales,ABC,Good,1,1.2,1
78334,47,Presales,ABC,Good,1,0.3,1
80295,47,Presales,ABC,Good,1,7.9,1
80349,47,Presales,ABC,Good,1,2.7,1
82741,47,Presales,ABC,Good,1,0.8,1
86508,47,Presales,ABC,Good,1,5.3,1
87172,47,Presales,ABC,Good,1,9.6,1
87684,47,Presales,ABC,Good,1,1.7,1
87875,47,Presales,ABC,Good,1,2.9,1
88109,47,Presales,ABC,Good,1,1.5,1
89908,47,Presales,ABC,Good,1,7.6,1
89913,47,Presales,ABC,Good,1,2.5,1
91554,47,Presales,ABC,Good,1,5.6,1
92662,47,Presales,ABC,Good,1,12.1,1
93392,47,Presales,ABC,Good,1,7.5,1
93694,47,Presales,ABC,Good,1,3.4,1
93704,47,Presales,ABC,Good,1,19.9,1
96018,47,Presales,ABC,Good,1,4.3,1
99342,47,Presales,ABC,Good,1,1.2,1
99509,47,Presales,ABC,Good,1,6.4,1
220,8,Presales,ABC,Good,1,9.7,1
581,8,Presales,ABC,Good,1,7.9,1
1374,8,Presales,ABC,Good,1,0.5,1
4758,8,Presales,ABC,Good,1,1.4,1
4848,8,Presales,ABC,Good,1,33.1,1
5087,8,Presales,ABC,Good,1,9.3,1
5646,8,Presales,ABC,Good,1,2.7,1
6190,8,Presales,ABC,Good,1,2.1,1
6443,8,Presales,ABC,Good,1,0,1
8291,8,Presales,ABC,Good,1,4.9,1
10943,8,Presales,ABC,Good,1,11.8,1
15305,8,Presales,ABC,Good,1,2.2,1
16667,8,Presales,ABC,Good,1,0.3,1
17378,8,Presales,ABC,Good,1,2.4,1
19130,8,Presales,ABC,Good,1,2.5,1
19194,8,Presales,ABC,Good,1,1.1,1
23942,8,Presales,ABC,Good,1,9,1
24505,8,Presales,ABC,Good,1,7.4,1
25204,8,Presales,ABC,Good,1,0.5,1
25309,8,Presales,ABC,Good,1,10.2,1
27262,8,Presales,ABC,Good,1,1.3,1
27821,8,Presales,ABC,Good,1,2.3,1
28109,8,Presales,ABC,Good,1,1.6,1
28519,8,Presales,ABC,Good,1,2.7,1
29695,8,Presales,ABC,Good,1,29.6,1
29991,8,Presales,ABC,Good,1,8.6,1
33017,8,Presales,ABC,Good,1,2.3,1
33878,8,Presales,ABC,Good,1,3.5,1
34535,8,Presales,ABC,Good,1,4.7,1
36469,8,Presales,ABC,Good,1,0.6,1
37028,8,Presales,ABC,Good,1,25.4,1
37971,8,Presales,ABC,Good,1,0.1,1
40363,8,Presales,ABC,Good,1,0.5,1
42077,8,Presales,ABC,Good,1,22.5,1
46006,8,Presales,ABC,Good,1,1.8,1
46559,8,Presales,ABC,Good,1,3,1
46574,8,Presales,ABC,Good,1,0.1,1
47041,8,Presales,ABC,Good,1,21.7,1
47299,8,Presales,ABC,Good,1,0,1
48326,8,Presales,ABC,Good,1,10.3,1
48473,8,Presales,ABC,Good,1,10.3,1
52447,8,Presales,ABC,Good,1,8.8,1
52751,8,Presales,ABC,Good,1,0,1
53894,8,Presales,ABC,Good,1,0.9,1
54410,8,Presales,ABC,Good,1,2.9,1
56439,8,Presales,ABC,Good,1,8.6,1
58164,8,Presales,ABC,Good,1,36.3,1
58988,8,Presales,ABC,Good,1,2,1
64091,8,Presales,ABC,Good,1,0.6,1
65386,8,Presales,ABC,Good,1,19.4,1
65647,8,Presales,ABC,Good,1,10.2,1
68166,8,Presales,ABC,Good,1,25.2,1
68178,8,Presales,ABC,Good,1,5.5,1
69310,8,Presales,ABC,Good,1,0.1,1
69539,8,Presales,ABC,Good,1,1.6,1
70274,8,Presales,ABC,Good,1,1.1,1
72740,8,Presales,ABC,Good,1,0.6,1
77435,8,Presales,ABC,Good,1,30.3,1
78289,8,Presales,ABC,Good,1,1.5,1
78814,8,Presales,ABC,Good,1,34,1
79275,8,Presales,ABC,Good,1,1.1,1
79481,8,Presales,ABC,Good,1,1.6,1
79839,8,Presales,ABC,Good,1,37,1
79946,8,Presales,ABC,Good,1,20.5,1
79993,8,Presales,ABC,Good,1,28.9,1
81163,8,Presales,ABC,Good,1,1.5,1
84473,8,Presales,ABC,Good,1,33.3,1
85012,8,Presales,ABC,Good,1,2.8,1
85635,8,Presales,ABC,Good,1,0.9,1
86238,8,Presales,ABC,Good,1,19.8,1
86300,8,Presales,ABC,Good,1,1.3,1
87269,8,Presales,ABC,Good,1,7.1,1
87299,8,Presales,ABC,Good,1,29,1
88176,8,Presales,ABC,Good,1,5.5,1
89139,8,Presales,ABC,Good,1,2,1
89661,8,Presales,ABC,Good,1,24,1
91163,8,Presales,ABC,Good,1,33.8,1
93809,8,Presales,ABC,Good,1,5.6,1
94932,8,Presales,ABC,Good,1,37.7,1
95164,8,Presales,ABC,Good,1,33.8,1
96619,8,Presales,ABC,Good,1,3.2,1
98170,8,Presales,ABC,Good,1,17.7,1
99164,8,Presales,ABC,Good,1,7.9,1
232,85,Presales,ABC,Good,1,1.6,1
769,85,Presales,ABC,Good,1,2.7,1
798,85,Presales,ABC,Good,1,1.7,1
1465,85,Presales,ABC,Good,1,3.9,1
2096,85,Presales,ABC,Good,1,1.7,1
3243,85,Presales,ABC,Good,1,0.8,1
3350,85,Presales,ABC,Good,1,2.1,1
3908,85,Presales,ABC,Good,1,1.5,1
4003,85,Presales,ABC,Good,1,32,1
4733,85,Presales,ABC,Good,1,1.1,1
11353,85,Presales,ABC,Good,1,0.5,1
11944,85,Presales,ABC,Good,1,10.4,1
11996,85,Presales,ABC,Good,1,3.3,1
12313,85,Presales,ABC,Good,1,14.4,1
12399,85,Presales,ABC,Good,1,8.8,1
14917,85,Presales,ABC,Good,1,5.8,1
16310,85,Presales,ABC,Good,1,2.2,1
16682,85,Presales,ABC,Good,1,2.3,1
17276,85,Presales,ABC,Good,1,7.4,1
17341,85,Presales,ABC,Good,1,0.9,1
20605,85,Presales,ABC,Good,1,9.3,1
20842,85,Presales,ABC,Good,1,0.1,1
23825,85,Presales,ABC,Good,1,2.1,1
24027,85,Presales,ABC,Good,1,3.6,1
26002,85,Presales,ABC,Good,1,3.4,1
28983,85,Presales,ABC,Good,1,9.6,1
30767,85,Presales,ABC,Good,1,8.3,1
32479,85,Presales,ABC,Good,1,4.5,1
32600,85,Presales,ABC,Good,1,31.4,1
35097,85,Presales,ABC,Good,1,9.9,1
35523,85,Presales,ABC,Good,1,7.3,1
36677,85,Presales,ABC,Good,1,0.2,1
37003,85,Presales,ABC,Good,1,2.1,1
37779,85,Presales,ABC,Good,1,2.6,1
38050,85,Presales,ABC,Good,1,17.5,1
39332,85,Presales,ABC,Good,1,3.3,1
42863,85,Presales,ABC,Good,1,3.4,1
42988,85,Presales,ABC,Good,1,9.2,1
43243,85,Presales,ABC,Good,1,3.4,1
43393,85,Presales,ABC,Good,1,35.7,1
43488,85,Presales,ABC,Good,1,10.9,1
43979,85,Presales,ABC,Good,1,8.1,1
45248,85,Presales,ABC,Good,1,2,1
45949,85,Presales,ABC,Good,1,24.2,1
47027,85,Presales,ABC,Good,1,8.9,1
48631,85,Presales,ABC,Good,1,4.7,1
50245,85,Presales,ABC,Good,1,1.3,1
52560,85,Presales,ABC,Good,1,12.9,1
53248,85,Presales,ABC,Good,1,5.9,1
54438,85,Presales,ABC,Good,1,1.8,1
57140,85,Presales,ABC,Good,1,29.5,1
57390,85,Presales,ABC,Good,1,27.5,1
57632,85,Presales,ABC,Good,1,1.5,1
57916,85,Presales,ABC,Good,1,6.5,1
63101,85,Presales,ABC,Good,1,13.8,1
65120,85,Presales,ABC,Good,1,9.6,1
65851,85,Presales,ABC,Good,1,0.5,1
69590,85,Presales,ABC,Good,1,2.2,1
70642,85,Presales,ABC,Good,1,6.2,1
70858,85,Presales,ABC,Good,1,24.3,1
73367,85,Presales,ABC,Good,1,5.4,1
74347,85,Presales,ABC,Good,1,2.7,1
74666,85,Presales,ABC,Good,1,6.5,1
75883,85,Presales,ABC,Good,1,38.1,1
76070,85,Presales,ABC,Good,1,4.3,1
76928,85,Presales,ABC,Good,1,6.7,1
80017,85,Presales,ABC,Good,1,1.3,1
81730,85,Presales,ABC,Good,1,1.7,1
82467,85,Presales,ABC,Good,1,1.2,1
82978,85,Presales,ABC,Good,1,6.1,1
84095,85,Presales,ABC,Good,1,14,1
84150,85,Presales,ABC,Good,1,7.6,1
84296,85,Presales,ABC,Good,1,3.3,1
86059,85,Presales,ABC,Good,1,2.1,1
87434,85,Presales,ABC,Good,1,3.6,1
87506,85,Presales,ABC,Good,1,6.1,1
87826,85,Presales,ABC,Good,1,5.9,1
87933,85,Presales,ABC,Good,1,9.8,1
88070,85,Presales,ABC,Good,1,0.7,1
91604,85,Presales,ABC,Good,1,5.3,1
92701,85,Presales,ABC,Good,1,33.6,1
92945,85,Presales,ABC,Good,1,6.5,1
98268,85,Presales,ABC,Good,1,16.5,1
1010,63,Presales,ABC,Good,1,1.5,1
1559,63,Presales,ABC,Good,1,21.3,1
2159,63,Presales,ABC,Good,1,0.4,1
3590,63,Presales,ABC,Good,1,34,1
7039,63,Presales,ABC,Good,1,2.8,1
7486,63,Presales,ABC,Good,1,24.2,1
8377,63,Presales,ABC,Good,1,3.2,1
9687,63,Presales,ABC,Good,1,3.6,1
9782,63,Presales,ABC,Good,1,9.3,1
10499,63,Presales,ABC,Good,1,3.4,1
12714,63,Presales,ABC,Good,1,17.1,1
12797,63,Presales,ABC,Good,1,3.8,1
13239,63,Presales,ABC,Good,1,34.6,1
13507,63,Presales,ABC,Good,1,6.8,1
13867,63,Presales,ABC,Good,1,2.6,1
14358,63,Presales,ABC,Good,1,19.5,1
15190,63,Presales,ABC,Good,1,5,1
16033,63,Presales,ABC,Good,1,4.7,1
16985,63,Presales,ABC,Good,1,2.3,1
17807,63,Presales,ABC,Good,1,29.2,1
18201,63,Presales,ABC,Good,1,0.9,1
21153,63,Presales,ABC,Good,1,7.7,1
21321,63,Presales,ABC,Good,1,2.4,1
24797,63,Presales,ABC,Good,1,0.6,1
25143,63,Presales,ABC,Good,1,0,1
27258,63,Presales,ABC,Good,1,2.6,1
27276,63,Presales,ABC,Good,1,9.2,1
27871,63,Presales,ABC,Good,1,16.2,1
28435,63,Presales,ABC,Good,1,6.5,1
28861,63,Presales,ABC,Good,1,6.7,1
28890,63,Presales,ABC,Good,1,3.5,1
29465,63,Presales,ABC,Good,1,2,1
31764,63,Presales,ABC,Good,1,29,1
32287,63,Presales,ABC,Good,1,8.6,1
32997,63,Presales,ABC,Good,1,5.6,1
35138,63,Presales,ABC,Good,1,1.7,1
36544,63,Presales,ABC,Good,1,5,1
37550,63,Presales,ABC,Good,1,1.8,1
39736,63,Presales,ABC,Good,1,0.6,1
40810,63,Presales,ABC,Good,1,9.1,1
41535,63,Presales,ABC,Good,1,1.6,1
41836,63,Presales,ABC,Good,1,24.4,1
44779,63,Presales,ABC,Good,1,2.4,1
45400,63,Presales,ABC,Good,1,28.6,1
50888,63,Presales,ABC,Good,1,3.2,1
51152,63,Presales,ABC,Good,1,0.1,1
51745,63,Presales,ABC,Good,1,2.2,1
52341,63,Presales,ABC,Good,1,9.5,1
52575,63,Presales,ABC,Good,1,0.5,1
55142,63,Presales,ABC,Good,1,6.5,1
57369,63,Presales,ABC,Good,1,5.9,1
59319,63,Presales,ABC,Good,1,9.3,1
60883,63,Presales,ABC,Good,1,4.7,1
62398,63,Presales,ABC,Good,1,5,1
64267,63,Presales,ABC,Good,1,1.1,1
65079,63,Presales,ABC,Good,1,3.1,1
65128,63,Presales,ABC,Good,1,2.9,1
66440,63,Presales,ABC,Good,1,17.9,1
67168,63,Presales,ABC,Good,1,25.6,1
67975,63,Presales,ABC,Good,1,1.9,1
69173,63,Presales,ABC,Good,1,7.8,1
71566,63,Presales,ABC,Good,1,14.7,1
77454,63,Presales,ABC,Good,1,19.2,1
78310,63,Presales,ABC,Good,1,1.8,1
80183,63,Presales,ABC,Good,1,2.6,1
80313,63,Presales,ABC,Good,1,2.7,1
82864,63,Presales,ABC,Good,1,2.1,1
84809,63,Presales,ABC,Good,1,18.3,1
85094,63,Presales,ABC,Good,1,34.6,1
86399,63,Presales,ABC,Good,1,0.8,1
86535,63,Presales,ABC,Good,1,3.6,1
89053,63,Presales,ABC,Good,1,3.9,1
90363,63,Presales,ABC,Good,1,3.7,1
90754,63,Presales,ABC,Good,1,2.1,1
91303,63,Presales,ABC,Good,1,33,1
91605,63,Presales,ABC,Good,1,26.6,1
92010,63,Presales,ABC,Good,1,11,1
93434,63,Presales,ABC,Good,1,0.6,1
93900,63,Presales,ABC,Good,1,4.8,1
94704,63,Presales,ABC,Good,1,2.3,1
95214,63,Presales,ABC,Good,1,0,1
95272,63,Presales,ABC,Good,1,1.2,1
95470,63,Presales,ABC,Good,1,3.1,1
99560,63,Presales,ABC,Good,1,1.3,1
87,26,Presales,ABC,Good,1,0.3,1
461,26,Presales,ABC,Good,1,1.9,1
1332,26,Presales,ABC,Good,1,1.1,1
2566,26,Presales,ABC,Good,1,18.8,1
5605,26,Presales,ABC,Good,1,3.6,1
7285,26,Presales,ABC,Good,1,2.3,1
9037,26,Presales,ABC,Good,1,0.5,1
11674,26,Presales,ABC,Good,1,29.6,1
11790,26,Presales,ABC,Good,1,2.1,1
11997,26,Presales,ABC,Good,1,1.5,1
13231,26,Presales,ABC,Good,1,0.6,1
18464,26,Presales,ABC,Good,1,2,1
20089,26,Presales,ABC,Good,1,4,1
20233,26,Presales,ABC,Good,1,0,1
20542,26,Presales,ABC,Good,1,8.5,1
21231,26,Presales,ABC,Good,1,5.8,1
21494,26,Presales,ABC,Good,1,2.9,1
22346,26,Presales,ABC,Good,1,35.8,1
23751,26,Presales,ABC,Good,1,10.7,1
25344,26,Presales,ABC,Good,1,5.6,1
26406,26,Presales,ABC,Good,1,3.2,1
26824,26,Presales,ABC,Good,1,10.9,1
27755,26,Presales,ABC,Good,1,1.6,1
30355,26,Presales,ABC,Good,1,14.5,1
31872,26,Presales,ABC,Good,1,20.3,1
37742,26,Presales,ABC,Good,1,0.6,1
38032,26,Presales,ABC,Good,1,0.3,1
38630,26,Presales,ABC,Good,1,0.3,1
40285,26,Presales,ABC,Good,1,26.2,1
41002,26,Presales,ABC,Good,1,22.5,1
41074,26,Presales,ABC,Good,1,1.1,1
41782,26,Presales,ABC,Good,1,0.1,1
42186,26,Presales,ABC,Good,1,26.4,1
43052,26,Presales,ABC,Good,1,0.8,1
43344,26,Presales,ABC,Good,1,12,1
44609,26,Presales,ABC,Good,1,19.8,1
45881,26,Presales,ABC,Good,1,1.6,1
46218,26,Presales,ABC,Good,1,2.4,1
47597,26,Presales,ABC,Good,1,26.5,1
48178,26,Presales,ABC,Good,1,1.3,1
49029,26,Presales,ABC,Good,1,9,1
49765,26,Presales,ABC,Good,1,32.5,1
52307,26,Presales,ABC,Good,1,4.9,1
52617,26,Presales,ABC,Good,1,2.4,1
56046,26,Presales,ABC,Good,1,26.2,1
56253,26,Presales,ABC,Good,1,4.3,1
57004,26,Presales,ABC,Good,1,2.8,1
59339,26,Presales,ABC,Good,1,7,1
59733,26,Presales,ABC,Good,1,2.8,1
61078,26,Presales,ABC,Good,1,0,1
63253,26,Presales,ABC,Good,1,9.6,1
64807,26,Presales,ABC,Good,1,1.8,1
65105,26,Presales,ABC,Good,1,0.1,1
65995,26,Presales,ABC,Good,1,20.3,1
66388,26,Presales,ABC,Good,1,9.7,1
66790,26,Presales,ABC,Good,1,0.7,1
67315,26,Presales,ABC,Good,1,0.5,1
68322,26,Presales,ABC,Good,1,22.1,1
70705,26,Presales,ABC,Good,1,1.9,1
71035,26,Presales,ABC,Good,1,3.3,1
71295,26,Presales,ABC,Good,1,5.5,1
73370,26,Presales,ABC,Good,1,2.9,1
77235,26,Presales,ABC,Good,1,11.8,1
77433,26,Presales,ABC,Good,1,1.4,1
77729,26,Presales,ABC,Good,1,7.2,1
78179,26,Presales,ABC,Good,1,33.3,1
80055,26,Presales,ABC,Good,1,3.1,1
80082,26,Presales,ABC,Good,1,0.1,1
80461,26,Presales,ABC,Good,1,3.1,1
83059,26,Presales,ABC,Good,1,2,1
86041,26,Presales,ABC,Good,1,10.8,1
86781,26,Presales,ABC,Good,1,1.5,1
87452,26,Presales,ABC,Good,1,2.1,1
91668,26,Presales,ABC,Good,1,6,1
91925,26,Presales,ABC,Good,1,34.8,1
91964,26,Presales,ABC,Good,1,2.5,1
92424,26,Presales,ABC,Good,1,9.6,1
93465,26,Presales,ABC,Good,1,1.4,1
93656,26,Presales,ABC,Good,1,9.6,1
95122,26,Presales,ABC,Good,1,0.6,1
95662,26,Presales,ABC,Good,1,4,1
95758,26,Presales,ABC,Good,1,30.1,1
95768,26,Presales,ABC,Good,1,11.9,1
97264,26,Presales,ABC,Good,1,8.6,1
99369,26,Presales,ABC,Good,1,0.7,1
99573,26,Presales,ABC,Good,1,20.8,1
238,49,Presales,ABC,Good,1,29.7,1
4090,49,Presales,ABC,Good,1,7.8,1
4617,49,Presales,ABC,Good,1,1.9,1
5010,49,Presales,ABC,Good,1,3,1
5168,49,Presales,ABC,Good,1,7.9,1
6276,49,Presales,ABC,Good,1,3.2,1
9093,49,Presales,ABC,Good,1,6.6,1
10640,49,Presales,ABC,Good,1,6.8,1
13314,49,Presales,ABC,Good,1,3.1,1
13326,49,Presales,ABC,Good,1,4.2,1
14806,49,Presales,ABC,Good,1,3.1,1
15220,49,Presales,ABC,Good,1,2.3,1
15319,49,Presales,ABC,Good,1,4.7,1
15620,49,Presales,ABC,Good,1,7.1,1
15767,49,Presales,ABC,Good,1,5.9,1
16805,49,Presales,ABC,Good,1,4.9,1
17393,49,Presales,ABC,Good,1,1.9,1
18021,49,Presales,ABC,Good,1,1.2,1
20704,49,Presales,ABC,Good,1,2.6,1
21988,49,Presales,ABC,Good,1,6.1,1
25422,49,Presales,ABC,Good,1,11.9,1
27660,49,Presales,ABC,Good,1,9.4,1
30625,49,Presales,ABC,Good,1,2,1
31097,49,Presales,ABC,Good,1,3.5,1
31862,49,Presales,ABC,Good,1,8.6,1
32275,49,Presales,ABC,Good,1,13.5,1
32877,49,Presales,ABC,Good,1,0.2,1
33648,49,Presales,ABC,Good,1,15.3,1
35213,49,Presales,ABC,Good,1,1,1
38062,49,Presales,ABC,Good,1,0,1
38280,49,Presales,ABC,Good,1,2.4,1
38506,49,Presales,ABC,Good,1,8.5,1
39866,49,Presales,ABC,Good,1,3.2,1
43156,49,Presales,ABC,Good,1,5.6,1
43718,49,Presales,ABC,Good,1,27.9,1
46735,49,Presales,ABC,Good,1,3.4,1
47141,49,Presales,ABC,Good,1,26.9,1
47221,49,Presales,ABC,Good,1,12,1
47636,49,Presales,ABC,Good,1,8.4,1
49491,49,Presales,ABC,Good,1,3.1,1
52488,49,Presales,ABC,Good,1,0.9,1
53318,49,Presales,ABC,Good,1,0.7,1
53658,49,Presales,ABC,Good,1,2.9,1
55412,49,Presales,ABC,Good,1,7.6,1
56636,49,Presales,ABC,Good,1,4.8,1
57098,49,Presales,ABC,Good,1,18.2,1
57706,49,Presales,ABC,Good,1,6,1
58891,49,Presales,ABC,Good,1,1.5,1
59956,49,Presales,ABC,Good,1,16.1,1
60056,49,Presales,ABC,Good,1,0.6,1
63264,49,Presales,ABC,Good,1,9.2,1
64724,49,Presales,ABC,Good,1,2.5,1
64954,49,Presales,ABC,Good,1,20.4,1
65406,49,Presales,ABC,Good,1,1.4,1
66162,49,Presales,ABC,Good,1,2,1
67043,49,Presales,ABC,Good,1,29.5,1
67812,49,Presales,ABC,Good,1,4,1
68220,49,Presales,ABC,Good,1,0.2,1
69018,49,Presales,ABC,Good,1,7,1
69248,49,Presales,ABC,Good,1,9.9,1
71003,49,Presales,ABC,Good,1,4.1,1
72743,49,Presales,ABC,Good,1,10.5,1
74061,49,Presales,ABC,Good,1,2.8,1
74283,49,Presales,ABC,Good,1,25,1
76178,49,Presales,ABC,Good,1,3.7,1
76661,49,Presales,ABC,Good,1,5.7,1
77672,49,Presales,ABC,Good,1,32.7,1
78306,49,Presales,ABC,Good,1,1.8,1
78592,49,Presales,ABC,Good,1,0.9,1
79301,49,Presales,ABC,Good,1,0.9,1
79610,49,Presales,ABC,Good,1,3.1,1
79636,49,Presales,ABC,Good,1,8.3,1
81087,49,Presales,ABC,Good,1,1.2,1
81834,49,Presales,ABC,Good,1,2.8,1
83145,49,Presales,ABC,Good,1,9.9,1
83278,49,Presales,ABC,Good,1,8.6,1
